region year litter_type ground litter mortality
south 1991 fine_woody_litter above 0.00407242690057808 natural
south 1992 fine_woody_litter above 0.00407144741070468 natural
south 1993 fine_woody_litter above 0.00407084666352531 natural
south 1994 fine_woody_litter above 0.00407051625094404 natural
south 1995 fine_woody_litter above 0.00407045604134512 natural
south 1996 fine_woody_litter above 0.00407068608248722 natural
south 1997 fine_woody_litter above 0.00464429078907797 natural
south 1998 fine_woody_litter above 0.00521873960720157 natural
south 1999 fine_woody_litter above 0.00580847240672999 natural
south 2000 fine_woody_litter above 0.0063848314611109 natural
south 2001 fine_woody_litter above 0.00697622489355893 natural
south 2002 fine_woody_litter above 0.00697922071442753 natural
south 2003 fine_woody_litter above 0.00698279785731189 natural
south 2004 fine_woody_litter above 0.00698665242799268 natural
south 2005 fine_woody_litter above 0.00699048996944129 natural
south 2006 fine_woody_litter above 0.00699415592216348 natural
south 2007 fine_woody_litter above 0.00699844973085278 natural
south 2008 fine_woody_litter above 0.00741459819913951 natural
south 2009 fine_woody_litter above 0.00784816131918593 natural
south 2010 fine_woody_litter above 0.0082783308497774 natural
south 2011 fine_woody_litter above 0.00827912687745034 natural
south 2012 fine_woody_litter above 0.00828093746267709 natural
south 2013 fine_woody_litter above 0.00828539620326876 natural
south 2014 fine_woody_litter above 0.00828606384629813 natural
south 2015 fine_woody_litter above 0.0082866682984181 natural
south 2016 fine_woody_litter above 0.00828726650800966 natural
south 2017 fine_woody_litter above 0.00828736463528825 natural
south 2018 fine_woody_litter above 0.00828605118855769 natural
south 2019 fine_woody_litter above 0.0082863265031392 natural
south 1990 fine_woody_litter below 0.00940327337694822 natural
south 1991 fine_woody_litter below 0.00939996928661823 natural
south 1992 fine_woody_litter below 0.00939770842965227 natural
south 1993 fine_woody_litter below 0.00939632178596954 natural
south 1994 fine_woody_litter below 0.00939555912817563 natural
south 1995 fine_woody_litter below 0.00939542015247526 natural
south 1996 fine_woody_litter below 0.00939595113307312 natural
south 1997 fine_woody_litter below 0.0107199446033666 natural
south 1998 fine_woody_litter below 0.0120458864505559 natural
south 1999 fine_woody_litter below 0.0134071067592842 natural
south 2000 fine_woody_litter below 0.0147374578107607 natural
south 2001 fine_woody_litter below 0.0161025111897495 natural
south 2002 fine_woody_litter below 0.0161094261387075 natural
south 2003 fine_woody_litter below 0.0161176828942167 natural
south 2004 fine_woody_litter below 0.0161265800081237 natural
south 2005 fine_woody_litter below 0.0161354378151842 natural
south 2006 fine_woody_litter below 0.0161438995614195 natural
south 2007 fine_woody_litter below 0.0161538105237983 natural
south 2008 fine_woody_litter below 0.0171143637555859 natural
south 2009 fine_woody_litter below 0.0181151134588323 natural
south 2010 fine_woody_litter below 0.0191080300843032 natural
south 2011 fine_woody_litter below 0.0191098674741103 natural
south 2012 fine_woody_litter below 0.0191140466640473 natural
south 2013 fine_woody_litter below 0.0191243383219805 natural
south 2014 fine_woody_litter below 0.0191258793745577 natural
south 2015 fine_woody_litter below 0.0191272745699784 natural
south 2016 fine_woody_litter below 0.019128655356405 natural
south 2017 fine_woody_litter below 0.0191288818536332 natural
south 2018 fine_woody_litter below 0.0191258501579813 natural
south 2019 fine_woody_litter below 0.0191264856386599 natural
north 1990 non-woody_litter above 0.00295622191164677 natural
north 1991 non-woody_litter above 0.00295632906944144 natural
north 1992 non-woody_litter above 0.00295650053807248 natural
north 1993 non-woody_litter above 0.00295690606907341 natural
north 1994 non-woody_litter above 0.00295734566882369 natural
north 1995 non-woody_litter above 0.00295794899095818 natural
north 1996 non-woody_litter above 0.002958455077521 natural
north 1997 non-woody_litter above 0.00337582830644915 natural
north 1998 non-woody_litter above 0.00379294472276563 natural
north 1999 non-woody_litter above 0.0042210310275614 natural
north 2000 non-woody_litter above 0.00463877174841028 natural
north 2001 non-woody_litter above 0.00506804231309837 natural
north 2002 non-woody_litter above 0.00507056340197431 natural
north 2003 non-woody_litter above 0.00507306548613326 natural
north 2004 non-woody_litter above 0.00507554081446157 natural
north 2005 non-woody_litter above 0.005078363481039 natural
north 2006 non-woody_litter above 0.00508063743928925 natural
north 2007 non-woody_litter above 0.00508166724437695 natural
north 2008 non-woody_litter above 0.00538277620222469 natural
north 2009 non-woody_litter above 0.0056942777507916 natural
north 2010 non-woody_litter above 0.00600399089306998 natural
north 2011 non-woody_litter above 0.00600239351197614 natural
north 2012 non-woody_litter above 0.00600060225101586 natural
north 2013 non-woody_litter above 0.00599965608139906 natural
north 2014 non-woody_litter above 0.00599899030245042 natural
north 2015 non-woody_litter above 0.00599820283672186 natural
north 2016 non-woody_litter above 0.0059972901444295 natural
north 2017 non-woody_litter above 0.00599652311596481 natural
north 2018 non-woody_litter above 0.00599559640023177 natural
north 2019 non-woody_litter above 0.0059946372786122 natural
north 1990 non-woody_litter below 0.00176373551103098 natural
north 1991 non-woody_litter below 0.00176379944331124 natural
north 1992 non-woody_litter below 0.00176390174460073 natural
north 1993 non-woody_litter below 0.0017641436917375 natural
north 1994 non-woody_litter below 0.0017644059649069 natural
north 1995 non-woody_litter below 0.00176476591781469 natural
north 1996 non-woody_litter below 0.00176506785822011 natural
north 1997 non-woody_litter below 0.00201408028259666 natural
north 1998 non-woody_litter below 0.00226293948791983 natural
north 1999 non-woody_litter below 0.00251834352730527 natural
north 2000 non-woody_litter below 0.00276757520401468 natural
north 2001 non-woody_litter below 0.00302368579429136 natural
