region peat_type tree_type year basal_area
south 1 spruce 2007 7.33442867981808
south 1 spruce 2008 7.33442867981808
south 1 spruce 2009 7.33442867981808
south 1 spruce 2010 7.33442867981808
south 1 spruce 2011 7.33442867981808
south 1 spruce 2012 7.33442867981808
south 1 spruce 2013 7.33442867981808
south 1 spruce 2014 7.33442867981808
south 1 spruce 2015 7.33442867981808
south 1 spruce 2016 7.33442867981808
south 1 spruce 2017 7.33442867981808
south 1 spruce 2018 7.33442867981808
south 1 spruce 2019 7.33442867981808
south 1 spruce 2020 7.33442867981808
south 1 spruce 2021 7.33442867981808
south 2 deciduous 1990 6.15634901524037
south 2 deciduous 1991 6.15634901524037
south 2 deciduous 1992 6.15634901524037
south 2 deciduous 1993 6.15634901524037
south 2 deciduous 1994 6.15634901524037
south 2 deciduous 1995 6.15634901524037
south 2 deciduous 1996 6.15634901524037
south 2 deciduous 1997 6.15634901524037
south 2 deciduous 1998 6.15634901524037
south 2 deciduous 1999 6.15634901524037
south 2 deciduous 2000 6.15634901524037
south 2 deciduous 2001 6.15634901524037
south 2 deciduous 2002 6.15634901524037
south 2 deciduous 2003 6.15634901524037
south 2 deciduous 2004 6.15634901524037
south 2 deciduous 2005 6.15634901524037
south 2 deciduous 2006 6.15634901524037
south 2 deciduous 2007 6.15634901524037
south 2 deciduous 2008 6.15634901524037
south 2 deciduous 2009 6.15634901524037
south 2 deciduous 2010 6.15634901524037
south 2 deciduous 2011 6.15634901524037
south 2 deciduous 2012 6.15634901524037
south 2 deciduous 2013 6.15634901524037
south 2 deciduous 2014 6.15634901524037
south 2 deciduous 2015 6.15634901524037
south 2 deciduous 2016 6.15634901524037
south 2 deciduous 2017 6.15634901524037
south 2 deciduous 2018 6.15634901524037
south 2 deciduous 2019 6.15634901524037
south 2 deciduous 2020 6.15634901524037
south 2 deciduous 2021 6.15634901524037
south 2 pine 1990 4.42071212877803
south 2 pine 1991 4.42071212877803
south 2 pine 1992 4.42071212877803
south 2 pine 1993 4.42071212877803
south 2 pine 1994 4.42071212877803
south 2 pine 1995 4.42071212877803
south 2 pine 1996 4.42071212877803
south 2 pine 1997 4.42071212877803
south 2 pine 1998 4.42071212877803
south 2 pine 1999 4.42071212877803
south 2 pine 2000 4.42071212877803
south 2 pine 2001 4.42071212877803
south 2 pine 2002 4.42071212877803
south 2 pine 2003 4.42071212877803
south 2 pine 2004 4.42071212877803
south 2 pine 2005 4.42071212877803
south 2 pine 2006 4.42071212877803
south 2 pine 2007 4.42071212877803
south 2 pine 2008 4.42071212877803
south 2 pine 2009 4.42071212877803
south 2 pine 2010 4.42071212877803
south 2 pine 2011 4.42071212877803
south 2 pine 2012 4.42071212877803
south 2 pine 2013 4.42071212877803
south 2 pine 2014 4.42071212877803
south 2 pine 2015 4.42071212877803
south 2 pine 2016 4.42071212877803
south 2 pine 2017 4.42071212877803
south 2 pine 2018 4.42071212877803
south 2 pine 2019 4.42071212877803
south 2 pine 2020 4.42071212877803
south 2 pine 2021 4.42071212877803
south 2 spruce 1990 8.31788053547582
south 2 spruce 1991 8.31788053547582
south 2 spruce 1992 8.31788053547582
south 2 spruce 1993 8.31788053547582
south 2 spruce 1994 8.31788053547582
south 2 spruce 1995 8.31788053547582
south 2 spruce 1996 8.31788053547582
south 2 spruce 1997 8.31788053547582
south 2 spruce 1998 8.31788053547582
south 2 spruce 1999 8.31788053547582
south 2 spruce 2000 8.31788053547582
south 2 spruce 2001 8.31788053547582
south 2 spruce 2002 8.31788053547582
south 2 spruce 2003 8.31788053547582
south 2 spruce 2004 8.31788053547582
south 2 spruce 2005 8.31788053547582
south 2 spruce 2006 8.31788053547582
south 2 spruce 2007 8.31788053547582
south 2 spruce 2008 8.31788053547582
south 2 spruce 2009 8.31788053547582
south 2 spruce 2010 8.31788053547582
south 2 spruce 2011 8.31788053547582
south 2 spruce 2012 8.31788053547582
south 2 spruce 2013 8.31788053547582
south 2 spruce 2014 8.31788053547582
south 2 spruce 2015 8.31788053547582
south 2 spruce 2016 8.31788053547582
south 2 spruce 2017 8.31788053547582
south 2 spruce 2018 8.31788053547582
south 2 spruce 2019 8.31788053547582
south 2 spruce 2020 8.31788053547582
south 2 spruce 2021 8.31788053547582
south 4 deciduous 1990 3.04668072695932
south 4 deciduous 1991 3.04668072695932
south 4 deciduous 1992 3.04668072695932
south 4 deciduous 1993 3.04668072695932
south 4 deciduous 1994 3.04668072695932
south 4 deciduous 1995 3.04668072695932
south 4 deciduous 1996 3.04668072695932
south 4 deciduous 1997 3.04668072695932
south 4 deciduous 1998 3.04668072695932
south 4 deciduous 1999 3.04668072695932
south 4 deciduous 2000 3.04668072695932
south 4 deciduous 2001 3.04668072695932
south 4 deciduous 2002 3.04668072695932
south 4 deciduous 2003 3.04668072695932
south 4 deciduous 2004 3.04668072695932
south 4 deciduous 2005 3.04668072695932
south 4 deciduous 2006 3.04668072695932
south 4 deciduous 2007 3.04668072695932
south 4 deciduous 2008 3.04668072695932
south 4 deciduous 2009 3.04668072695932
south 4 deciduous 2010 3.04668072695932
south 4 deciduous 2011 3.04668072695932
south 4 deciduous 2012 3.04668072695932
south 4 deciduous 2013 3.04668072695932
south 4 deciduous 2014 3.04668072695932
south 4 deciduous 2015 3.04668072695932
south 4 deciduous 2016 3.04668072695932
south 4 deciduous 2017 3.04668072695932
south 4 deciduous 2018 3.04668072695932
south 4 deciduous 2019 3.04668072695932
south 4 deciduous 2020 3.04668072695932
south 4 deciduous 2021 3.04668072695932
south 4 pine 1990 9.25675161381921
south 4 pine 1991 9.25675161381921
south 4 pine 1992 9.25675161381921
south 4 pine 1993 9.25675161381921
south 4 pine 1994 9.25675161381921
south 4 pine 1995 9.25675161381921
south 4 pine 1996 9.25675161381921
south 4 pine 1997 9.25675161381921
south 4 pine 1998 9.25675161381921
south 4 pine 1999 9.25675161381921
south 4 pine 2000 9.25675161381921
south 4 pine 2001 9.25675161381921
south 4 pine 2002 9.25675161381921
south 4 pine 2003 9.25675161381921
south 4 pine 2004 9.25675161381921
south 4 pine 2005 9.25675161381921
south 4 pine 2006 9.25675161381921
south 4 pine 2007 9.25675161381921
south 4 pine 2008 9.25675161381921
