year;param;region;value;scenario
1995;lognat_CO2;total;-0.974652360145909;2
1995;final_CO2;north;-0.163810759827034;2
1995;final_CO2;south;2.12190496361635;2
1995;final_CO2;total;1.95809420378931;2
1996;total_CO2;north;-0.244467481010851;2
1996;total_CO2;south;3.10445632848145;2
1996;total_CO2;total;2.85998884747059;2
1996;lognat_CO2;north;0.219953070571169;2
1996;lognat_CO2;south;-0.586440914259794;2
1996;lognat_CO2;total;-0.366487843688625;2
1996;final_CO2;north;-0.0245144104396821;2
1996;final_CO2;south;2.51801541422165;2
1996;final_CO2;total;2.49350100378197;2
1997;total_CO2;north;-0.283009197077393;2
1997;total_CO2;south;3.07057790504213;2
1997;total_CO2;total;2.78756870796474;2
1997;lognat_CO2;north;0.0340153894603213;2
1997;lognat_CO2;south;-1.06932357940231;2
1997;lognat_CO2;total;-1.03530818994199;2
1997;final_CO2;north;-0.248993807617072;2
1997;final_CO2;south;2.00125432563982;2
1997;final_CO2;total;1.75226051802275;2
1998;total_CO2;north;-0.321688263147193;2
1998;total_CO2;south;3.0371370155672;2
1998;total_CO2;total;2.71544875242001;2
1998;lognat_CO2;north;-0.119174584820108;2
1998;lognat_CO2;south;-1.16545467571801;2
1998;lognat_CO2;total;-1.28462926053812;2
1998;final_CO2;north;-0.4408628479673;2
1998;final_CO2;south;1.87168233984919;2
1998;final_CO2;total;1.43081949188189;2
1999;total_CO2;north;-0.360469573039086;2
1999;total_CO2;south;3.0276013151258;2
1999;total_CO2;total;2.66713174208671;2
1999;lognat_CO2;north;-0.192147154293863;2
1999;lognat_CO2;south;-1.17029503814305;2
1999;lognat_CO2;total;-1.36244219243691;2
1999;final_CO2;north;-0.552616727332949;2
1999;final_CO2;south;1.85730627698275;2
1999;final_CO2;total;1.3046895496498;2
2000;total_CO2;north;-0.399409454853258;2
2000;total_CO2;south;3.03167891069795;2
2000;total_CO2;total;2.6322694558447;2
2000;lognat_CO2;north;-0.27395525053832;2
2000;lognat_CO2;south;-1.21137872565759;2
2000;lognat_CO2;total;-1.48533397619591;2
2000;final_CO2;north;-0.673364705391578;2
2000;final_CO2;south;1.82030018504036;2
2000;final_CO2;total;1.14693547964878;2
2001;total_CO2;north;-0.438506239602098;2
2001;total_CO2;south;3.03502827808262;2
2001;total_CO2;total;2.59652203848052;2
2001;lognat_CO2;north;-0.355758351060733;2
2001;lognat_CO2;south;-0.979956646350999;2
2001;lognat_CO2;total;-1.33571499741173;2
2001;final_CO2;north;-0.794264590662831;2
2001;final_CO2;south;2.05507163173162;2
2001;final_CO2;total;1.26080704106879;2
2002;total_CO2;north;-0.517720757255928;2
2002;total_CO2;south;3.03883868017267;2
2002;total_CO2;total;2.52111792291674;2
2002;lognat_CO2;north;-0.320785690685593;2
2002;lognat_CO2;south;-0.952476459978248;2
2002;lognat_CO2;total;-1.27326215066384;2
2002;final_CO2;north;-0.838506447941521;2
2002;final_CO2;south;2.08636222019442;2
2002;final_CO2;total;1.2478557722529;2
2003;total_CO2;north;-0.598126798496732;2
2003;total_CO2;south;3.04296140725787;2
2003;total_CO2;total;2.44483460876114;2
2003;lognat_CO2;north;-0.400611691548858;2
2003;lognat_CO2;south;-0.908162648733565;2
2003;lognat_CO2;total;-1.30877434028242;2
2003;final_CO2;north;-0.99873849004559;2
2003;final_CO2;south;2.1347987585243;2
2003;final_CO2;total;1.13606026847871;2
2004;total_CO2;north;-0.691442513463631;2
2004;total_CO2;south;3.04675947457203;2
2004;total_CO2;total;2.3553169611084;2
2004;lognat_CO2;north;-0.64192910345778;2
2004;lognat_CO2;south;-1.08525871571423;2
2004;lognat_CO2;total;-1.72718781917201;2
2004;final_CO2;north;-1.33337161692141;2
2004;final_CO2;south;1.96150075885781;2
2004;final_CO2;total;0.628129141936396;2
2005;total_CO2;north;-0.785233306319111;2
2005;total_CO2;south;3.05067485062883;2
2005;total_CO2;total;2.26544154430972;2
2005;lognat_CO2;north;-0.655702175708124;2
2005;lognat_CO2;south;-0.931262475439821;2
2005;lognat_CO2;total;-1.58696465114795;2
2005;final_CO2;north;-1.44093548202724;2
2005;final_CO2;south;2.11941237518901;2
2005;final_CO2;total;0.678476893161771;2
2006;total_CO2;north;-0.879259016279004;2
2006;total_CO2;south;3.05536762691403;2
2006;total_CO2;total;2.17610861063502;2
2006;lognat_CO2;north;-0.469853232604976;2
2006;lognat_CO2;south;-0.711897982134761;2
2006;lognat_CO2;total;-1.18175121473974;2
2006;final_CO2;north;-1.34911224888398;2
2006;final_CO2;south;2.34346964477927;2
2006;final_CO2;total;0.994357395895287;2
2007;total_CO2;north;-0.967965937441523;2
2007;total_CO2;south;3.07357038319352;2
2007;total_CO2;total;2.10560444575199;2
2007;lognat_CO2;north;-0.658041037335926;2
2007;lognat_CO2;south;-1.08230271731333;2
2007;lognat_CO2;total;-1.74034375464926;2
2007;final_CO2;north;-1.62600697477745;2
2007;final_CO2;south;1.99126766588018;2
2007;final_CO2;total;0.365260691102734;2
2008;total_CO2;north;-0.985303299995319;2
2008;total_CO2;south;3.0984403421614;2
2008;total_CO2;total;2.11313704216608;2
2008;lognat_CO2;north;-0.886339950900964;2
2008;lognat_CO2;south;-0.825884329194365;2
2008;lognat_CO2;total;-1.71222428009533;2
2008;final_CO2;north;-1.87164325089628;2
2008;final_CO2;south;2.27255601296704;2
2008;final_CO2;total;0.400912762070755;2
2009;total_CO2;north;-1.00114925005465;2
2009;total_CO2;south;3.12158719814632;2
2009;total_CO2;total;2.12043794809167;2
2009;lognat_CO2;north;-0.332824610072565;2
2009;lognat_CO2;south;-0.37978104144034;2
2009;lognat_CO2;total;-0.712605651512905;2
2009;final_CO2;north;-1.33397386012721;2
2009;final_CO2;south;2.74180615670598;2
2009;final_CO2;total;1.40783229657876;2
2010;total_CO2;north;-1.01657973990599;2
2010;total_CO2;south;3.15261388559721;2
2010;total_CO2;total;2.13603414569123;2
2010;lognat_CO2;north;-0.763611799939237;2
2010;lognat_CO2;south;-1.15325560102819;2
2010;lognat_CO2;total;-1.91686740096743;2
2010;final_CO2;north;-1.78019153984522;2
2010;final_CO2;south;1.99935828456902;2
2010;final_CO2;total;0.2191667447238;2
2011;total_CO2;north;-1.03075392645614;2
2011;total_CO2;south;3.18230173644141;2
2011;total_CO2;total;2.15154780998527;2
2011;lognat_CO2;north;-0.80251747218583;2
2011;lognat_CO2;south;-1.07688205152278;2
2011;lognat_CO2;total;-1.87939952370861;2
2011;final_CO2;north;-1.83327139864197;2
2011;final_CO2;south;2.10541968491863;2
2011;final_CO2;total;0.272148286276653;2
2012;total_CO2;north;-1.04166739055231;2
2012;total_CO2;south;3.28064985032686;2
2012;total_CO2;total;2.23898245977456;2
2012;lognat_CO2;north;-0.742379149798996;2
2012;lognat_CO2;south;-0.970985550858255;2
2012;lognat_CO2;total;-1.71336470065725;2
2012;final_CO2;north;-1.7840465403513;2
2012;final_CO2;south;2.30966429946861;2
2012;final_CO2;total;0.525617759117306;2
2013;total_CO2;north;-1.01517854826507;2
2013;total_CO2;south;3.46583577280535;2
2013;total_CO2;total;2.45065722454028;2
2013;lognat_CO2;north;-0.89457919097536;2
2013;lognat_CO2;south;-1.48427319985361;2
2013;lognat_CO2;total;-2.37885239082898;2
2013;final_CO2;north;-1.90975773924043;2
2013;final_CO2;south;1.98156257295174;2
2013;final_CO2;total;0.0718048337113035;2
2014;total_CO2;north;-0.992490949178665;2
2014;total_CO2;south;3.64785074081061;2
2014;total_CO2;total;2.65535979163195;2
2014;lognat_CO2;north;-0.839725647941076;2
2014;lognat_CO2;south;-1.44200798403388;2
2014;lognat_CO2;total;-2.28173363197495;2
2014;final_CO2;north;-1.83221659711974;2
2014;final_CO2;south;2.20584275677674;2
2014;final_CO2;total;0.373626159656998;2
2015;total_CO2;north;-0.973569549677935;2
2015;total_CO2;south;3.82578295479732;2
2015;total_CO2;total;2.85221340511939;2
2015;lognat_CO2;north;-0.774313211449149;2
2015;lognat_CO2;south;-1.7165842961747;2
2015;lognat_CO2;total;-2.49089750762385;2
2015;final_CO2;north;-1.74788276112708;2
2015;final_CO2;south;2.10919865862262;2
2015;final_CO2;total;0.361315897495531;2
2016;total_CO2;north;-0.958083151756551;2
2016;total_CO2;south;4.00336891631587;2
2016;total_CO2;total;3.04528576455931;2
2016;lognat_CO2;north;-0.681307017030366;2
2016;lognat_CO2;south;-1.85374083075409;2
2016;lognat_CO2;total;-2.53504784778445;2
2016;final_CO2;north;-1.63939016878692;2
2016;final_CO2;south;2.14962808556178;2
2016;final_CO2;total;0.510237916774861;2
